,Anonymized Message,Avg_Valence,Avg_Arousal,Valence_Scaled,Arousal_Scaled
246,"Okay, school being out isn't so bad...... been able to sleep 3 extra hours is AWESOME! Getting up @ 8 am is better than 5!",6.5,6.0,1.0,0.0
247,Need to be extra careful now a days. flu...conjunctive eyes...typhoid .........are the most common results of ignorance :(,3.0,4.0,-1.0,-1.0
248,DOTA DOTA DOTA..hehehehe isshhhh...micro..hmpf...,5.5,5.5,0.0,0.0
249,is having a MRI done today...she prays 4 a answer 2 her pain and a healn n her body. God Bless FB.,5.0,2.5,0.0,-2.0
250,So I finally became a member of facebook. Yay joy lets hear it for what boredome does to our minds....,4.5,2.5,-1.0,-2.0
251,about yo buy my bus tickets back to vt!,6.5,5.0,1.0,0.0
252,"I was told today that I have alot of pistures of me up on Facebook.My response to that was,I LOVE MYSELF!...Its true! I can be disliked or hated by anybody,but my head remains high. Deuces",6.5,4.5,1.0,-1.0
253,is enjoying her day off!!,7.0,5.5,1.0,0.0
254,the squirell is dead and im sad :'( lagrima,3.0,4.0,-1.0,-1.0
255,What a long day! Birthday parties always drain me. Renting Weeds season 6 and snuggling up with my lovey all night. Ahhh...,6.5,5.0,1.0,0.0
256,Thanks for all the birthday wishes friends..appreciate it...,6.0,2.0,1.0,-2.0
257,"New ideas in the dead of night when dreaming is natural ...\\""""",5.5,3.0,0.0,-2.0
258,"With so much drama in the LBC, It's kinda hard bein' Snoop D-O double G, But I somehow, some way, keep comin', Up with funky-ass shit like every single day        May I kick a little somethin' for the G's and make a few ends as I, Breeze through two in tha mornin and the party's still jumpin, Cause my mama ain't home.",5.0,2.5,0.0,-2.0
259,"Got sent home from work early, now I'm at chillin at home bored and in hella pain. Wish the doctor would have precribed me some pain killers.",4.0,2.5,-1.0,-2.0
260,"Sudden change of plans. Some work I was hoping to do for my family got canceled, and that may cost me what I need to get to The Honeypot on the 27th. I should know in the next couple days if I am going thurs or not :/",4.0,2.5,-1.0,-2.0
261,War on my page. Just need one more person to attack and its over,4.5,1.5,-1.0,-2.0
262,"So in Ga. there are now a tiny fraction of children who just happened to be in that mystical, magical age range to have woken up in all of the wind we had on chrismas eve and heard the little branches and acorns tapping on the roof and who will swear for the next few years that they HEARD SANTA.  I love it.",6.5,3.5,1.0,-1.0
263,"sorry to all the farmvill and mafia players... But, i dont think ill be doing that.",4.0,2.5,-1.0,-2.0
264,I finally switched to swing.  We'll see if I can sleep at night.,5.0,3.5,0.0,-1.0
265,Alcohol servers license class  in seaside.  Call <PHONE>,5.0,1.0,0.0,-2.0
266,XDDDDDOOOOOOOOXXXXDDDODODOXOOOXOODODOXDX:D:DOX:OD:XO:DOX:DOX::D:DDOOX:DOXD!!!!!!!!!!!!!!!!!!!!!!!!!!!!,6.5,8.5,1.0,1.0
267,Give the most perfect and simple situation to <PERSON>,5.0,1.5,0.0,-2.0
268,"((OOC: I'm probably going to work on my sisters house until 9 o'clock for the rest of the Summer Break.... D: Sorry <PERSON>, and <PERSON>. I can only RP for sometimes now... I need the energy to work.))",4.5,4.0,-1.0,-1.0
269,"saw the blind side last night, favorite football movie ever!",6.5,5.0,1.0,0.0
270,Thanks guys! Had a great b-day in GA with the fam.,6.5,5.0,1.0,0.0
271,"is getting ready to take the youngest to see the princess and the frog, should be fun!",6.5,5.0,1.0,0.0
272,"India Foxtrot Yankee Oscar Uniform <PERSON> Alpha November Uniform November Delta Echo<PERSON> Sierra Tango Alpha November Delta Tango Hotel India Sierra,<PERSON> Oscar Papa Yankee Alpha November Delta Papa Alpha Sierra Tango Echo Tango <PERSON> Yankee Oscar Uniform Romeo Sierra Tango Alpha Tango Uniform Sierra!!!",5.5,6.5,0.0,0.0
273,The weekend is almost here!  YAY!,6.5,6.0,1.0,0.0
274,i am so bored,4.0,1.5,-1.0,-2.0
275,What the hell is a tweet?,4.0,3.5,-1.0,-1.0
276,We tied South but soooo should hav won!!!!!,4.0,7.0,-1.0,1.0
277,got sick......resting......,4.0,2.0,-1.0,-2.0
278,Reliving his childhood,5.0,1.0,0.0,-2.0
279,me to mom: remember that time i got a LD mom: phsch,5.0,1.5,0.0,-2.0
280,I am Logizomechanophobic!,5.0,5.5,0.0,0.0
281,ROLL TIDE!!!!!,5.0,8.0,0.0,1.0
282,uhh i hate it when the instutor lets us go early and i have to wait anthor hour for my next class to start.,3.5,4.5,-1.0,-1.0
283,Thank you all for the thinking about me:)  God I am getting old.,6.0,4.5,1.0,-1.0
284,I made some really tasty mac n cheese soup tonight.  It was yummy!,6.0,4.5,1.0,-1.0
285,"Will i ever get to where i'm going.... if i do, will i know when i am there?  If the wind blew me in the right direction, would i even care.... i would.",5.0,2.0,0.0,-2.0
286,Just told all the 6th Graders at my school that Santa is a magical ninja who will kill for cookies and they belived me. Love this job.,6.5,3.5,1.0,-1.0
287,Brought my truck back from the dead yesterday... yee haw!  OMG zombie truck...,6.5,5.5,1.0,0.0
288,Bummer...my Cowboys.....,3.5,2.5,-1.0,-2.0
289,"They just robbed that man on So You Think You Can Dance\!!!!\""""",3.5,6.5,-1.0,0.0
290,birthdays don't feel like birthdays anymore,3.0,3.0,-1.0,-2.0
291,"Through the mayer's ruined head, the boy steps through the window and cries out from the ledge to the people below. Theres a time to pray and theres a time to fight. Anything can be a weapon if your holding it right. Defend what is yours, they will not take our souls. It's time not to rise, and fight.' Save Our City - Ludo",5.5,2.0,0.0,-2.0
292,WTF! Why do i now own the season set of Glee? Because it rocks!,6.5,6.0,1.0,0.0
293,Time to finish moving all my stuff.... lets hope it doesn't take too long,5.0,2.0,0.0,-2.0
294,HAPPY THANKSGIVING,6.0,5.0,1.0,0.0
295,Lil <PERSON> walks in the bedroom and dad has mom bent over going at it. Dad winks at <PERSON> and <PERSON> leaves. Dad thinks he better talk to <PERSON>. After looking through the whole house dad finds <PERSON> upstairs with grandma bent over putting it to her hard. Dad flips out. What the hell are you doing?<PERSON> winks and says...... Not so funny when its your mom huh bitch?!,4.5,4.0,-1.0,-1.0
296,YOUMACON WAS ABSOLUTELY AMAZING GONNA START GETTING READY FOR NEXT YEAR VERY SOON,7.0,7.0,1.0,1.0
297,Babe I'm not drowning in your silent eyes. So who died and make you king of anything?,4.0,3.0,-1.0,-2.0
298,Thx all for the well wishes!,6.0,4.0,1.0,-1.0
299,<PERSON> and <PERSON> are in New York on a cub scout overnight on the SS Littlerock. <PERSON> and I had a great afternoon shopping with no guys complaining about how long we were taking! Wonderful.,6.5,4.0,1.0,-1.0
300,Really tired this evening.  Been cleaning all day and now its time to relax and call it a day.  Good Monday everyone.,5.5,1.5,0.0,-2.0
301,"Caaaan't sleep D:,And I've got to wake up in a few hours for work D: D: D:",3.0,4.5,-1.0,-1.0
302,JIMI HENDRIX NEVER DIED GOD TOOK HIM TO HEAVEN TO TEACH TO PLAY GUITAR,6.5,6.0,1.0,0.0
303,"With so many records broken in one Daytona, it only makes sense for the winner to be historical as well. Awesome freakin' finish, huge congrats to Trevor Bayne! Just awesome!",6.5,5.5,1.0,0.0
304,Is Not really up for it today.,4.0,2.5,-1.0,-2.0
305,what a blessed night thank you all for coming betufill double ritual night again thank you to all who came,6.5,3.5,1.0,-1.0
306,Oftn usd to say ma momm tat i vud neva miss her .. Bt 2dae am missin her .. 2 mch ... Luv u mom .. !!,4.5,5.5,-1.0,0.0
307,I think I have to go back to work tomorrow.,5.0,1.0,0.0,-2.0
308,Just about time to roll for FNM with White Eldrazi. We'll see how she plays.,5.0,1.5,0.0,-2.0
309,Movie with the pops. Stoked.,6.0,3.0,1.0,-2.0
310,im freakin bored somebody suggest something to do other than come up  with different ways to kill myself,4.0,3.0,-1.0,-2.0
311,iz very tired...................,4.5,2.5,-1.0,-2.0
312,poppin' champagne,5.5,2.0,0.0,-2.0
313,Today I am thankful that I live in a world were technology is so advanced and options are so great that almost anything is possible!  I also like that I have been able to watch and be part of this technological revolution moving from a bag phone up to seeing this droid that is just to cool!,7.0,5.0,1.0,0.0
314,is gonna die of lack of sleep one day.,4.5,1.5,-1.0,-2.0
315,Merry Christmas Everybody... Getting ready for 2010 its on its way... :-),6.5,4.0,1.0,-1.0
316,will not be traveling outside of a three mile radius of my apartment with my mother ever again.,4.0,2.5,-1.0,-2.0
317,Interview for Nashville fire department! Pray that I do well.,6.0,5.0,1.0,0.0
318,Goodluck guys!...,6.5,5.5,1.0,0.0
319,i still cant belive that im going to go for my permit tommarow.,5.5,4.0,0.0,-1.0
320,"We only live once .. but if we live it right, once is enough :)",6.5,3.5,1.0,-1.0
321,Today has been long but productive.  I think I will relax in the jacuzzi and then jump into bed.  The best part of every day must be the end.,6.0,2.5,1.0,-2.0
322,is thinking that maybe agreeing to another shift after a full 12-hour night shift may have been a bad idea...even if it is only 2 hours this time! I can sleep in about 4 hours :),6.0,3.5,1.0,-1.0
323,<PERSON> is going insane!,5.0,5.0,0.0,0.0
324,"I need Chicken in Farmville, Please HELP HELP HELP!",4.0,6.5,-1.0,0.0
325,Who hasn't seen the Schroderhuis yet? Join me in shame! Audiotour tomorrow at 3 or 4.,5.0,4.0,0.0,-1.0
326,lil mans movin around so much i feel like im havin ticks.....,4.5,3.0,-1.0,-2.0
327,just finished watching platoon. Definitely not recommended for those with a weak stomach.,4.5,2.0,-1.0,-2.0
328,Meh,4.5,1.5,-1.0,-2.0
329,On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,6.5,8.0,1.0,1.0
330,Bored...cant wait for <PERSON> ta come over so that i have someone ta talk to...really need ta talk ta someone,3.5,2.0,-1.0,-2.0
331,woching NFL :) HD tv allmost makes up for not haveing foxtel eny more,6.0,4.0,1.0,-1.0
332,curses im too gulible. (wtf. i just curses....),4.0,3.0,-1.0,-2.0
333,time to get rdy for work T_T 2-10 i cant do anything with my day,4.0,2.0,-1.0,-2.0
334,Just got back from camping. :],6.0,4.0,1.0,-1.0
335,tryouts 2day!!! im so excited,7.0,7.0,1.0,1.0
336,awwwwwwww the cowboys r losing...........stupid vikings,3.5,4.0,-1.0,-1.0
337,missed!,5.0,5.0,0.0,0.0
338,ha sucks fer trevor,4.5,3.5,-1.0,-1.0
339,I HAVE NO MORE HAIR I WILL POST a pic later so im going to get ready and see what I got in store for me today peace,5.0,3.5,0.0,-1.0
340,"Last night was amazing! Not only did I see Anthony Rapp and Adam Pascal's LAST performance of RENT, but we also ended the night at 3 Fires Lounge were the whole cast was celebrating!",7.5,6.5,1.0,0.0
341,"Weeded, tilled, weeded some more, composting, and fixing to till some more.",5.0,1.5,0.0,-2.0
342,Thanks for all the B day wishes!!,7.0,5.0,1.0,0.0
343,Thinks waking up at 6:00 is punishment from god,4.0,2.5,-1.0,-2.0
344,A minute of action is equal to an infinite amount of prayer.,5.0,1.5,0.0,-2.0
345,a magical/super power i'd like to have would be able to see auras and other psycic powers. How awesome would life be if i had those abilities.,5.5,2.0,0.0,-2.0
346,after living a certain way for so long can someone truly change who they are?,5.0,1.5,0.0,-2.0
347,feels gud to be back on fb.. all my frenz r here/ missd u all,6.5,2.5,1.0,-2.0
348,i dont know what to wrtie in the box,5.0,1.0,0.0,-2.0
349,"dam fresh memories....that shit was too funny cuzin! man i had a ball wit you and kinfolks!lmao! dont trip, im comin in december fa sho. i know ms.mom gonna be feastin around that time too... oh im there! and this time maybe we can make it to your pad!lmao! love you cuzo.peace",8.0,6.0,1.0,0.0
350,yawwwwwwn nite people.............. cant wait o chant with Hiroko! it will be good!,6.5,5.5,1.0,0.0
351,"Baby polar bear goes to his mother and asks, am i a real polar bear?\  \""yes of course. Why do you ask?\""  the baby replies""",5.0,2.0,0.0,-2.0
352,YAYERH!,5.0,7.0,0.0,1.0
353,Today was the first day of my vacation. I have been laying around all day..This is the life.,6.5,2.5,1.0,-2.0
354,"I wonder why we go to school if education is knowledge, knowledge is power, power corrupts, corruption leads to crime and crime doesn't pay?",4.0,3.0,-1.0,-2.0
355,bowlingg today <3 hopefully i'll get higher than a 61 :-P,5.5,4.0,0.0,-1.0
356,Is it illegal to throw rocks at endangered species?,5.0,2.0,0.0,-2.0
357,Mustard Man! Woo Woo Bow Down! A shout out for all those who know what mustard man does.,6.5,5.5,1.0,0.0
358,"if you can't make my life a little easier, which i fully deserve, i will have to make yours a little harder, which you also fully deserve.",3.5,3.5,-1.0,-1.0
359,:-)  just gotta get through the weekend.  :-),6.5,4.0,1.0,-1.0
360,i just want to tell everyone thank u so much for all the birthday wishes,6.5,3.0,1.0,-2.0
361,high tea!!! =),7.0,6.5,1.0,0.0
362,I miss the sun.,4.0,1.5,-1.0,-2.0
363,thx everyone for de wishes tc and be hapi alwayszzz...,6.5,3.0,1.0,-2.0
364,Man...Ilove <PERSON> so much young...coming home tomar,6.0,2.5,1.0,-2.0
365,Happy Birthday to Me!!,6.5,5.0,1.0,0.0
366,:'(,2.5,4.0,-1.0,-1.0
367,24th birthday is now officially: BEST BIRTHDAY EVER,8.0,6.0,1.0,0.0
368,fell victim to a birthday prank!!!  Im gonna git you guys!!!!!!,6.0,8.0,1.0,1.0
369,My own issues won't hinder me from being warmhearted!,6.5,5.0,1.0,0.0
370,my last card...,5.0,1.5,0.0,-2.0
371,"Somebody pull up the walker- I think I'm ready for a home\ :)\""""",6.0,3.0,1.0,-2.0
372,ALLLLLLLLloooooooooooooo,5.0,5.5,0.0,0.0
373,Shades of Grey,5.0,1.0,0.0,-2.0
374,"Ok, so if you watch the news on channel 33 out of dallas at 9:37 PM you just say a picture of <PERSON>. SHE IS FAMOUS!! lol.",5.5,4.5,0.0,-1.0
375,Does anyone have Graduation pictures that I can use for the new I Have a Dream website??  Must be with your cap and gown!!!  NEED RIGHT NOW!!!  Like in the next hour--before 5pm.  Thanks!!!,5.5,7.0,0.0,1.0
376,Who watched the video,5.0,1.0,0.0,-2.0
377,And in the end,5.0,1.0,0.0,-2.0
378,"Thank you for all the birthday wishes, I had a great birthday",6.5,2.5,1.0,-2.0
379,England Who  : ),6.0,3.0,1.0,-2.0
380,live love laugh think sleep work  and then die .........:P,5.5,3.5,0.0,-1.0
381,Life is made unfair for you to live it fair...do u agree?,4.5,2.5,-1.0,-2.0
382,fun night out! excited for tomorrow!,7.0,5.5,1.0,0.0
383,"NY has definitively a special kind of energy - making you tired, but making you want more of your life, and thinking it's possible.",6.0,2.0,1.0,-2.0
384,"Had a rough weekend so far-ran over a thing of paint in the Brinker parking garage and now have a part YELLOW car! A/C went out yesterday, it was the motor,it just got fixed about an hour ago.  Tabby had a crappy softball practice the coach has a lot of family on the team so they aren't being too fair, this mom's tongue should def be bleeding as much as I bit it today!  It's gonna get better though,thinking positive!",4.0,4.5,-1.0,-1.0
385,I think I've been converted... I'm officially a GLEEK!,6.0,5.5,1.0,0.0
386,For many years millions of people have been trusting the mainstream media to releav their pain and suffering caused by........thinking about stuff!,5.0,4.5,0.0,-1.0
387,can never be on time for anything!,4.0,5.0,-1.0,0.0
388,Why do creepy old men that I don't know insist on adding me as a friend?,3.5,4.0,-1.0,-1.0
