Arousal, Phrase
1.5, "The truth isn't flashy. Flashy words aren't true. Educated people aren't always smart. Smart people don't always have an education. Good people don't argue. People who argue aren't good\----- Tao Te Ching ( <PERSON> translation 2002)\"""""
1.5, "The worst way to miss someone is 		when they are right beside you and yet you know you can never have them.\\"""""
1.5, "There is a chicken and an egg in bed, chicken has head on pillow and is smoking. Egg rolls over annoyed and saysi guess we answered that question.\\"""""
1.5, "There is no sin except stupidity.\                                                                 Oscar Wilde\"""""
1.5, "time is me & i should know, i knew this several months ago. I knew more than i do now, for I've been turned around somehow."
1.5, "To one and all who have wished me a happy birthday, thank you for all the kind coments and fond wishes."
1.5, "Tombstone head and a graveyard mind, Just 22 and I don't mind dying"
1.5, "Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for. -Bob Marley\"",Truth is"
1.5, "Two may talk together under the same roof for many years, yet never really meet; and two others at first speech are old friends"
1.5, "want to run, run but don't know from where nor to where ,, just run ...   <PERSON>"
1.5, "Was doing course evaluations for MedSoc and came up the question Instructor maintained positive environment in class\ - very nice timing for the video\"""""
1.5, "Wat to do, Wat to do......."
1.5, "We can live without religion and meditation, but we cannot survive without human affection."
1.5, "We don't love qualities, we love persons; sometimes by reason of their defects as well as of their qualities................"
1.5, "Weeded, tilled, weeded some more, composting, and fixing to till some more."
1.5, "well had a great night, got up took down tree, son got in bath, wife and i did couple devotions, played a game with zadok after bath ate and went to work God is so good."
1.5, "Well, after Friday night, I'm feeling abit better going into work today. Nothing like a party and some time with friends to recharge the batteries."
1.5, "What's important in this life is to crush your enemies, see them driven before you and hearing the lamentations of their women."
1.5, "when it comes to pass a test, kindergarten is the best"
1.5, "when you got nothin', you got nothin' to lose."
1.5, "When you start being enthusiastic about whatever it is you like, that is the golden age for you."
1.5, "wipe your intellect at the door, bring in your warm imagination leave me a slice or more, be more than an apparation"
1.5, "Wishing everyone a happy new year. May your friendships grow closer, your love deepen and your happiness never fade. May this year be better than the last."
1.5, "World lost a great man today, RIP MR. Elmore, U will never be forgotten"
1.5, "you played me till i left, now theirs nobody left to hear your complaining-- im gone. and all your hearing is your own damn echoes, and im gone and your all alone hearin your own damn echoes. disgusted with trust, ill trust no one no more. just went with the flo, found myself on the floor."
1.5, "You poor sweet innocent thing, dry your eyes and testify. You know you live to break me. Don't deny. Sweet Sacrifice..*"
1.5, "You've never felt true pain untill you sneeze hot, spicy sausage out of your nose"
1.5, "Ã¢â‚¬Å“I can't change the direction of the wind, but I can adjust my sails to always reach my destination.Ã¢â‚¬Â"
1.5, "Ã¢â‚¬Å“With a full glass and an empty heart, I search for something to occupy my mindÃ¢â‚¬Â"
1.5, #76 I cant belive i actually got to talk to a girl on Chat Roulette and a cute one ontop of that
1.5, #ERROR!
1.5, ...So I've been told it's Pokemon month. That's cool/ This one looks kind of cool. (I hope I remember to swap back in a month.)
1.5, ...Whatever you give a woman
1.5, 2010 --- year of completion
1.5, 3 more days
1.5, 6 hrs until mid night release for black ops.
1.5, 600 is filled with too many people that don't know gym etiquette.
1.5, 9th day                Dedicated to Goddess Siddhidatri form of Durga the day is also observed as Mahanavami in many parts of the country. This form of Goddess Durga showers knowledge which makes each soul pure. People can wear Red/ White colour on this day.
1.5, <3 **
1.5, <PERSON>  is looking @ a new tennis racket
1.5, <PERSON> been talking to Zac Efron on her banana phone for the last 20 minutes.  They're fighting... again.  He's such a tool.  I miss the days when her imaginary boyfriend was Ping from Mulan.
1.5, <PERSON> is the coolest person ever.
1.5, <PERSON> smells like cat poop
1.5, <PERSON> the wild thing totally looks like seth green
1.5, <PERSON>on <PERSON> account messing with her status update. ^.^
1.5, A life of wisdom consists of being constantly engaged in letting go
1.5, A man from town shows up at your farm and says that a busload of outlaws escaped and are heading into the mountains. You've been retired for ten years and you're the only man for the job. How do you respond?
1.5, A minute of action is equal to an infinite amount of prayer.
1.5, a mustache is a wish your face makes...
1.5, A true friend laughs at your stories even when they're not so good
1.5, Advance Merry Christmas sa lahat ng mga fb reryan
1.5, after living a certain way for so long can someone truly change who they are?
1.5, Always remember that you are unique. Just like everybody else.
1.5, american idol season 8 on star world <3
1.5, And the band played Waltzing Matilda...
1.5, And use my blood as lubricant to rape my lifeless body
1.5, annoying children must die
1.5, answered a question on Friend FactsÃ¢â€žÂ¢
1.5, Anyone copy down all the things we were supposed to write about in the letter in English?
1.5, Anyone got Marvel VS Capcom 3 for PS3? My PSN is Driaz1
1.5, anyone know if miller's outlines are do tomorrow and when the other outline quiz is?
1.5, Anyone out there know any children's book agents
1.5, Back from Vegas...
1.5, back to the way things are suppose to be
1.5, behind your lies i can see the secrets you don't show
1.5, Blah.  I think I have the andromeda strain.
1.5, boycott <PERSON> for she needs her sleep to get through her high fever.
1.5, brb. :)
1.5, broncos to superbowl XLIV
1.5, Busy working on the North Slope of alaska its so beautiful and diff. here like never you could ever see anywhere else. But i still miss my family
1.5, can haz beer with her cake plz?
1.5, Can't find wat I'm lookin for
1.5, can't wait to see daragon carson this saturday
1.5, Capricorn A journey of self-improvement ends almost before it starts when you find out there's a kind of waffle stuffed with cheese and booze.
1.5, Celebrated my first borns first birthday yesterday. Still can't believe a whole year has gone by already. Just thanking God for my many blessings.
1.5, check out the vid below :)
1.5, Chouiefat People that thinks mr.<PERSON> teaches better football than our school he is wrong i won yesterday 2 boys 10-1
1.5, Chunk: Sixteen thrity-two. What is that? A year?  Mouth: No
1.5, Dance off with Britney Spears.
1.5, definatly go see Inception if ya havent
1.5, Definitely absolutely doubting the certainty
1.5, Depression is when you over-estimate the under-deliverable. Hope is when you miss last part.
1.5, did not buy myself flowers.... noooo.
1.5, Don't you just despise when somebody makes up something just to make u look bad?
1.5, Dr Phil is a fat man who sold a diet book to most of the country.
1.5, dreams country roads that takes him Home
1.5, Eating with the famz...
1.5, every Catholic should look-up this Poem. Audrey Assad got her insperation for her single 'For Love Of You from this Poem: As King Fishers Catch Fire -Gerard Manely Hopkins
1.5, every obsticle making possible possible even when winning is ilogical losers still far from optional
1.5, Every seems like a pointless repetitive cycle that never ends but it must go on. I just want something to happen to make it seem like there's a point to it all.
1.5, Everybody see's it's you I'm the one that lost the view  Everybody says we're through  I hope you haven't said it too  So where  Do we go from here  With all this fear in our eyes And where  Can love take us now We've been so far down We can still touch the sky
1.5, Existance begins when consciousness emerges.
1.5, Experience is simply the name we give our mistakes.
1.5, Family wax dayy
1.5, Fina go to dis party then tallahassee
1.5, finding a job. and gettin back on ma feet
1.5, Finished positive-and-negative decimal-to-binary converter. Just realized how simple this is...
1.5, For nothing is impossible with God.Ã¢â‚¬Â <URL>
1.5, Friendship is like peeing in your pants: Everyone can see it but only you can feel its warmth.
1.5, full moon time...
1.5, Gettin ready for work soon and not lookin forward to it.
1.5, Getting ready to have dinner with my family. Having a good birthday.
1.5, Give the most perfect and simple situation to <PERSON>
1.5, Giving in to nostalgia
1.5, glass cuts faster and deeper than a knife the luver bleeds slower than the heart i should have tried to difusse that glass bomb naked now im all shiny and red =]
1.5, Global warming meltdown - beat the new pagan religion
1.5, goes home on Monday. The mountains have been fun.
1.5, going to school -.-
1.5, Going to take my neice Georgia Hudson ice skating.here goes the wet sore butt from falling over .
1.5, gonna be afk for a few days after this so safe to all my friends and sorry if i haven't got in touch
1.5, good luck to everybody with exams *prays*
1.5, got a new # if you want it let me know.
1.5, Got family pics done today got the wife her new phone and I took the Droid good day today
1.5, Great class on the hero's journey.  We watched Stars Wars. Makes for such a good night.
1.5, gudnyt guys.. gudmurning na rin..
1.5, Had a great birthday with friends and had lots of fun and wish it never would have ended.
1.5, Had a really good cut of steak last night.  Now I'm craving tons of red meat like there's no tomorrow.  Is there anywhere that will deliver steak?
